date,vo2Max
2020-09-18,42-46
2020-09-19,42-46
2020-09-20,42-46
2020-09-21,42-46
2020-09-22,42-46
2020-09-23,42-46
2020-09-24,42-46
2020-09-25,42-46
2020-09-26,43-47
2020-09-27,43-47
2020-09-28,43-47
2020-09-29,43-47
2020-09-30,43-47
2020-10-01,43-47
2020-10-02,43-47
2020-10-03,43-47
2020-10-04,44-48
2020-10-05,44-48
2020-10-06,44-48
2020-10-07,44-48
2020-10-08,44-48
2020-10-09,44-48
2020-10-10,43-47
2020-10-11,43-47
2020-10-12,43-47
2020-10-13,43-47
2020-10-14,43-47
2020-10-15,43-47
2020-10-16,43-47
2020-10-17,39
2020-10-18,39
2020-10-19,39
2020-10-20,39
2020-10-21,39
2020-10-22,39
2020-10-23,40
2020-10-24,40
2020-10-25,40
2020-10-26,40
2020-10-27,40
2020-10-28,40
2020-10-29,40
2020-10-30,40
2020-10-31,40
2020-11-01,40
2020-11-02,40
2020-11-03,40
2020-11-04,40
2020-11-05,40
2020-11-06,40
2020-11-07,40
2020-11-08,40
2020-11-09,40
2020-11-10,40
2020-11-11,40
2020-11-12,40
2020-11-13,40
2020-11-14,40
2020-11-15,40
2020-11-16,38
2020-11-17,38
2020-11-18,40
2020-11-19,40
2020-11-20,40
2020-11-21,40
2020-11-22,40
2020-11-23,40
2020-11-24,40
2020-11-25,42
2020-11-26,42
2020-11-27,42
2020-11-28,42
2020-11-29,42
2020-11-30,42
2020-12-01,42
2020-12-02,42
2020-12-03,42
2020-12-04,42
2020-12-05,42
2020-12-06,42
2020-12-07,42
2020-12-08,42
2020-12-09,42
2020-12-10,42
2020-12-11,42
2020-12-12,42
2020-12-13,42
2020-12-14,42
2020-12-15,42
2020-12-16,42
2020-12-17,42
2020-12-18,42
2020-12-19,42
2020-12-20,42
2020-12-21,42
2020-12-22,42
2020-12-23,42
2020-12-24,42
2020-12-25,42
2020-12-26,42
2020-12-27,42
2020-12-28,42
2020-12-29,42
2020-12-30,42
2020-12-31,42
2021-01-01,42
2021-01-02,42
2021-01-03,42
2021-01-04,42
2021-01-05,42
2021-01-06,42
2021-01-07,42
2021-01-08,42
2021-01-09,42
2021-01-10,42
2021-01-11,42
2021-01-12,42
2021-01-13,43
2021-01-14,43
2021-01-15,43
2021-01-16,43
2021-01-17,43
2021-01-18,43
2021-01-19,43
2021-01-20,43
2021-01-21,43
2021-01-22,43
2021-01-23,43
2021-01-24,43
2021-01-25,43
2021-01-26,43
2021-01-27,43
2021-01-28,43
2021-01-29,43
2021-01-30,43
2021-01-31,43
2021-02-01,43
2021-02-02,43
2021-02-03,43
2021-02-04,43
2021-02-05,43
2021-02-06,43
2021-02-07,43
2021-02-08,43
2021-02-09,43
2021-02-10,43
2021-02-11,43
2021-02-12,43
2021-02-13,43
2021-02-14,43
2021-02-15,43
2021-02-16,43
2021-02-17,43
2021-02-18,44
2021-02-19,44
2021-02-20,44
2021-02-21,44
2021-02-22,44
2021-02-23,44
2021-02-24,44
2021-02-25,44
2021-02-26,44
2021-02-27,44
2021-02-28,44
2021-03-01,44
2021-03-02,44
2021-03-03,44
2021-03-04,44
2021-03-05,44
2021-03-06,44
2021-03-07,44
2021-03-08,44
2021-03-09,45
2021-03-10,45
2021-03-11,45
2021-03-12,45
2021-03-13,45
2021-03-14,45
2021-03-15,45
2021-03-16,45
2021-03-17,45
2021-03-18,45
2021-03-19,45
2021-03-20,45
2021-03-21,45
2021-03-22,45
2021-03-23,45
2021-03-24,45
2021-03-25,45
2021-03-26,45
2021-03-27,45
2021-03-28,45
2021-03-29,45
2021-03-30,45
2021-03-31,45
2021-04-01,45
2021-04-02,45
2021-04-03,45
2021-04-04,45
2021-04-05,45
2021-04-06,44
2021-04-07,45
2021-04-08,45
2021-04-09,45
2021-04-10,45
2021-04-11,45
2021-04-12,45
2021-04-13,45
2021-04-14,45
2021-04-15,45
2021-04-16,45
2021-04-17,45
2021-04-18,45
2021-04-19,45
2021-04-20,45
2021-04-21,45
2021-04-22,45
2021-04-23,45
2021-04-24,45
2021-04-25,45
2021-04-26,45
2021-04-27,45
2021-04-28,45
2021-04-29,45
2021-04-30,45
2021-05-01,45
2021-05-02,45
2021-05-03,45
2021-05-04,45
2021-05-05,45
2021-05-06,45
2021-05-07,45
2021-05-08,45
2021-05-09,45
2021-05-10,45
2021-05-11,45
2021-05-12,45
2021-05-13,45
2021-05-14,45
2021-05-15,45
2021-05-16,45
2021-05-17,45
2021-05-18,45
2021-05-19,45
2021-05-20,45
2021-05-21,45
2021-05-22,45
2021-05-23,45
2021-05-24,45
2021-05-25,45
2021-05-26,45
2021-05-27,45
2021-05-28,45
2021-05-29,45
2021-05-30,45
2021-05-31,45
2021-06-01,45
2021-06-02,45
2021-06-03,45
2021-06-04,45
2021-06-05,45
2021-06-06,45
2021-06-07,45
2021-06-08,45
2021-06-09,45
2021-06-10,45
2021-06-11,45
2021-06-12,45
2021-06-13,45
2021-06-14,45
2021-06-15,45
2021-06-16,45
2021-06-17,45
2021-06-18,45
2021-06-19,45
2021-06-20,45
2021-06-21,45
2021-06-22,45
2021-06-23,45
2021-06-24,45
2021-06-25,45
2021-06-26,45
2021-06-27,45
2021-06-28,45
2021-06-29,45
2021-06-30,45
2021-07-01,45
2021-07-02,45
2021-07-03,45
2021-07-04,45
2021-07-05,45
2021-07-06,45
2021-07-07,45
2021-07-08,45
2021-07-09,45
2021-07-10,45
2021-07-11,45
2021-07-12,45
2021-07-13,45
2021-07-14,45
2021-07-15,45
2021-07-16,45
2021-07-17,45
2021-07-18,45
2021-07-19,45
2021-07-20,45
2021-07-21,45
2021-07-22,45
2021-07-23,45
2021-07-24,45
2021-07-25,45
2021-07-26,45
2021-07-27,45
2021-07-28,45
2021-07-29,45
2021-07-30,41
2021-07-31,41
2021-08-01,41
2021-08-02,41
2021-08-03,41
2021-08-04,41
2021-08-05,41
2021-08-06,41
2021-08-07,41
2021-08-08,40
2021-08-09,40
2021-08-10,40
2021-08-11,40
2021-08-12,40
2021-08-13,40
2021-08-14,39
2021-08-15,39
2021-08-16,39
2021-08-17,39
2021-08-18,39
2021-08-19,39
2021-08-20,39
2021-08-21,39
2021-08-22,39
2021-08-23,39
2021-08-24,39
2021-08-25,39
2021-08-26,39
2021-08-27,39
2021-08-28,39
2021-08-29,39
2021-08-30,39
2021-08-31,39
2021-09-01,39
2021-09-02,39
2021-09-03,39
2021-09-04,39
2021-09-05,39
2021-09-06,39
2021-09-07,39
2021-09-08,39
2021-09-09,39
2021-09-10,39
2021-09-11,39
2021-09-12,39
2021-09-13,39
2021-09-14,39
2021-09-15,39
2021-09-16,39
2021-09-17,39
2021-09-18,39
2021-09-19,39
2021-09-20,39
2021-09-21,39
2021-09-22,39
2021-09-23,39
2021-09-24,39
2021-09-25,39
2021-09-26,39
2021-09-27,39
2021-09-28,39
2021-09-29,39
2021-09-30,39
2021-10-01,39
2021-10-02,40
2021-10-03,40
2021-10-04,40
2021-10-05,40
2021-10-06,40
2021-10-07,41
2021-10-08,41
2021-10-09,41
2021-10-10,41
2021-10-11,41
2021-10-12,41
2021-10-13,41
2021-10-14,41
2021-10-15,41
2021-10-16,41
2021-10-17,41
2021-10-18,41
2021-10-19,41
2021-10-20,41
2021-10-21,41
2021-10-22,41
2021-10-23,41
2021-10-24,41
2021-10-25,41
2021-10-26,41
2021-10-27,41
2021-10-28,41
2021-10-29,41
2021-10-30,41
2021-10-31,41
2021-11-01,41
2021-11-02,41
2021-11-03,41
2021-11-04,41
2021-11-05,41
2021-11-06,41
2021-11-07,41
2021-11-08,41
2021-11-09,41
2021-11-10,41
2021-11-11,41
2021-11-12,41
2021-11-13,41
2021-11-14,41
2021-11-15,41
2021-11-16,41
2021-11-17,41
2021-11-18,41
2021-11-19,41
2021-11-20,41
2021-11-21,41
2021-11-22,41
2021-11-23,41
2021-11-24,41
2021-11-25,41
2021-11-26,41
2021-11-27,41
2021-11-28,41
2021-11-29,41
2021-11-30,41
2021-12-01,41
2021-12-02,41
2021-12-03,41
2021-12-04,41
2021-12-05,42
2021-12-06,42
2021-12-07,42
2021-12-08,42
2021-12-09,42
2021-12-10,42
2021-12-11,42
2021-12-12,42
2021-12-13,42
2021-12-14,42
2021-12-15,42
2021-12-16,42
2021-12-17,42
2021-12-18,42
2021-12-19,42
2021-12-20,42
2021-12-21,42
2021-12-22,42
2021-12-23,42
2021-12-24,42
2021-12-25,42
2021-12-26,42
2021-12-27,42
2021-12-28,42
2021-12-29,42
2021-12-30,42
2021-12-31,42
2022-01-01,42
2022-01-02,42
2022-01-03,42
2022-01-04,42
2022-01-05,42
2022-01-06,42
2022-01-07,42
2022-01-08,42
2022-01-09,42
2022-01-10,42
2022-01-11,40
2022-01-12,40
2022-01-13,40
2022-01-14,40
2022-01-15,40
2022-01-16,40
2022-01-17,40
2022-01-18,40
2022-01-19,40
2022-01-20,40
2022-01-21,40
2022-01-22,40
2022-01-23,40
2022-01-24,40
2022-01-25,40
2022-01-26,40
2022-01-27,40
2022-01-28,40
2022-01-29,40
2022-01-30,40
2022-01-31,40
2022-02-01,40
2022-02-02,40
2022-02-03,40
2022-02-04,40
2022-02-05,40
2022-02-06,40
2022-02-07,40
2022-02-08,40
2022-02-09,40
2022-02-10,40
2022-02-11,40
2022-02-12,40
2022-02-13,40
2022-02-14,40
2022-02-15,40
2022-02-16,40
2022-02-17,40
2022-02-18,40
2022-02-19,40
2022-02-20,40
2022-02-21,40
2022-02-22,40
2022-02-23,40
2022-02-24,40
2022-02-25,40
2022-02-26,40
2022-02-27,40
2022-02-28,40
2022-03-01,40
2022-03-02,40
2022-03-03,40
2022-03-04,40
2022-03-05,40
2022-03-06,40
2022-03-07,40
2022-03-08,40
2022-03-09,40
2022-03-10,40
2022-03-11,40
2022-03-12,40
2022-03-13,40
2022-03-14,40
2022-03-15,40
2022-03-16,39
2022-03-17,39
2022-03-18,39
2022-03-19,39
2022-03-20,39
2022-03-21,39
2022-03-22,39
2022-03-23,39
2022-03-24,39
2022-03-25,39
2022-03-26,39
2022-03-27,39
2022-03-28,39
2022-03-29,39
2022-03-30,39
2022-03-31,39
2022-04-01,39
2022-04-02,39
2022-04-03,39
2022-04-04,39
2022-04-05,39
2022-04-06,39
2022-04-07,39
2022-04-08,39
2022-04-09,39
2022-04-10,39
2022-04-11,39
2022-04-12,39
2022-04-13,39
2022-04-14,39
2022-04-15,39
2022-04-16,39
2022-04-17,39
2022-04-18,39
2022-04-19,39
2022-04-20,39
2022-04-21,40
2022-04-22,40
2022-04-23,40
2022-04-24,40
2022-04-25,40
2022-04-26,40
2022-04-27,40
2022-04-28,40
2022-04-29,40
2022-04-30,40
2022-05-01,40
2022-05-02,40
2022-05-03,40
2022-05-04,40
2022-05-05,40
2022-05-06,40
2022-05-07,40
2022-05-08,40
2022-05-09,40
2022-05-10,40
2022-05-11,40
2022-05-12,40
2022-05-13,40
2022-05-14,40
2022-05-15,40
2022-05-16,40
2022-05-17,40
2022-05-18,40
2022-05-19,40
2022-05-20,40
2022-05-21,40
2022-05-22,40
2022-05-23,40
2022-05-24,40
2022-05-25,40
2022-05-26,40
2022-05-27,40
2022-05-28,40
2022-05-29,40
2022-05-30,40
2022-05-31,40
2022-06-01,40
2022-06-02,40
2022-06-03,40
2022-06-04,40
2022-06-05,40
2022-06-06,40
2022-06-07,40
2022-06-08,40
2022-06-09,40
2022-06-10,40
2022-06-11,39
2022-06-12,39
2022-06-13,39
2022-06-14,39
2022-06-15,39
2022-06-16,39
2022-06-17,39
2022-06-18,39
2022-06-19,39
2022-06-20,39
2022-06-21,39
2022-06-22,39
2022-06-23,39
2022-06-24,39
2022-06-25,39
2022-06-26,39
2022-06-27,39
2022-06-28,39
2022-06-29,38
2022-06-30,38
2022-07-01,38
2022-07-02,38
2022-07-03,38
2022-07-04,38
2022-07-05,38
2022-07-06,38
2022-07-07,38
2022-07-08,38
2022-07-09,38
2022-07-10,38
2022-07-11,38
2022-07-12,38
2022-07-13,38
2022-07-14,38
2022-07-15,38
2022-07-16,38
2022-07-17,38
2022-07-18,38
2022-07-19,38
2022-07-20,38
2022-07-21,38
2022-07-22,38
2022-07-23,38
2022-07-24,38
2022-07-25,38
2022-07-26,37
2022-07-27,37
2022-07-28,37
2022-07-29,37
2022-07-30,37
2022-07-31,37
2022-08-01,37
2022-08-02,37
2022-08-03,37
2022-08-04,37
2022-08-05,37
2022-08-06,37
2022-08-07,37
2022-08-08,37
2022-08-09,37
2022-08-10,37
2022-08-11,37
2022-08-12,37
2022-08-13,37
2022-08-14,37
2022-08-15,37
2022-08-16,37
2022-08-17,37
2022-08-18,37
2022-08-19,37
2022-08-20,37
2022-08-21,37
2022-08-22,37
2022-08-23,37
2022-08-24,37
2022-08-25,37
2022-08-26,37
2022-08-27,37
2022-08-28,37
2022-08-29,37
2022-08-30,37
2022-08-31,36
2022-09-01,36
2022-09-02,36
2022-09-03,36
2022-09-04,36
2022-09-05,36
2022-09-06,36
2022-09-07,36
2022-09-08,36
2022-09-09,36
2022-09-10,36
2022-09-11,36
2022-09-12,36
2022-09-13,36
2022-09-14,36
2022-09-15,36
2022-09-16,36
2022-09-17,36
2022-09-18,36
2022-09-19,35
2022-09-20,35
2022-09-21,35
2022-09-22,35
2022-09-23,35
2022-09-24,35
2022-09-25,35
2022-09-26,35
2022-09-27,35
2022-09-28,35
2022-09-29,35
2022-09-30,35
2022-10-01,35
2022-10-02,35
2022-10-03,35
2022-10-04,35
2022-10-05,35
2022-10-06,35
2022-10-07,35
2022-10-08,35
2022-10-09,35
2022-10-10,35
2022-10-11,35
2022-10-12,35
2022-10-13,35
2022-10-14,35
2022-10-15,35
2022-10-16,35
2022-10-17,35
2022-10-18,35
2022-10-19,35
2022-10-20,35
2022-10-21,35
2022-10-22,35
2022-10-23,35
2022-10-24,35
2022-10-25,35
2022-10-26,35
2022-10-27,35
2022-10-28,35
2022-10-29,35
2022-10-30,35
2022-10-31,35
2022-11-01,35
2022-11-02,35
2022-11-03,37
2022-11-04,37
2022-11-05,37
2022-11-06,37
2022-11-07,37
2022-11-08,37
2022-11-09,37
2022-11-10,37
2022-11-11,37
2022-11-12,37
2022-11-13,37
2022-11-14,37
2022-11-15,37
2022-11-16,37
2022-11-17,37
2022-11-18,37
2022-11-19,37
2022-11-20,37
2022-11-21,37
2022-11-22,37
2022-11-23,37
2022-11-24,37
2022-11-25,37
2022-11-26,37
2022-11-27,37
2022-11-28,37
2022-11-29,37
2022-11-30,37
2022-12-01,37
2022-12-02,37
2022-12-03,37
2022-12-04,37
2022-12-05,37
2022-12-06,37
2022-12-07,37
2022-12-08,37
2022-12-09,37
2022-12-10,37
2022-12-11,37
2022-12-12,37
2022-12-13,37
2022-12-14,37
2022-12-15,37
2022-12-16,37
2022-12-17,37
2022-12-18,37
2022-12-19,37
2022-12-20,37
2022-12-21,37
2022-12-22,37
2022-12-23,37
2022-12-24,37
2022-12-25,37
2022-12-26,37
2022-12-27,37
2022-12-28,37
2022-12-29,39
2022-12-30,39
2022-12-31,39
2023-01-01,39
2023-01-02,39
2023-01-03,39
2023-01-04,39
2023-01-05,39
2023-01-06,39
2023-01-07,39
2023-01-08,39
2023-01-09,39
2023-01-10,39
2023-01-11,39
2023-01-12,39
2023-01-13,39
2023-01-14,39
2023-01-15,39
2023-01-16,39
2023-01-17,39
2023-01-18,39
2023-01-19,39
2023-01-20,39
2023-01-21,39
2023-01-22,39
2023-01-23,39
2023-01-24,39
2023-01-25,39
2023-01-26,39
2023-01-27,39
2023-01-28,39
2023-01-29,39
2023-01-30,39
2023-01-31,39
2023-02-01,39
2023-02-02,39
2023-02-03,39
2023-02-04,39
2023-02-05,39
2023-02-06,39
2023-02-07,39
2023-02-08,39
2023-02-09,39
2023-02-10,39
2023-02-11,39
2023-02-12,39
2023-02-13,39
2023-02-14,39
2023-02-15,39
2023-02-16,39
2023-02-17,39
2023-02-18,39
2023-02-19,39
2023-02-20,39
2023-02-21,39
2023-02-22,39
2023-02-23,39
2023-02-24,39
2023-02-25,39
2023-02-26,39
2023-02-27,39
2023-02-28,39
2023-03-01,39
2023-03-02,39
2023-03-03,39
2023-03-04,39
2023-03-05,39
2023-03-06,39
2023-03-07,39
2023-03-08,39
2023-03-09,39
2023-03-10,39
2023-03-11,39
2023-03-12,39
2023-03-13,39
2023-03-14,39
2023-03-15,39
2023-03-16,39
2023-03-17,39
2023-03-18,39
2023-03-19,39
2023-03-20,39
2023-03-21,39
2023-03-22,39
2023-03-23,39
2023-03-24,39
2023-03-25,39
2023-03-26,39
2023-03-27,39
2023-03-28,39
2023-03-29,42-46
2023-03-30,42-46
2023-03-31,41-45
2023-04-01,41-45
2023-04-02,41-45
2023-04-03,41-45
2023-04-04,41-45
2023-04-05,41-45
2023-04-06,41-45
2023-04-07,41-45
2023-04-08,41-45
2023-04-09,41-45
2023-04-10,41-45
2023-04-11,41-45
2023-04-12,41-45
2023-04-13,41-45
2023-04-14,41-45
2023-04-15,41-45
2023-04-16,41-45
2023-04-17,41-45
2023-04-18,41-45
2023-04-19,41-45
2023-04-20,41-45
2023-04-21,41-45
2023-04-22,42-46
2023-04-23,42-46
2023-04-24,42-46
2023-04-25,42-46
2023-04-26,42-46
2023-04-27,42-46
2023-04-28,41-45
2023-04-29,41-45
2023-04-30,41-45
2023-05-01,41-45
2023-05-02,41-45
2023-05-03,41-45
2023-05-04,41-45
2023-05-05,41-45
2023-05-06,41-45
2023-05-07,36
2023-05-08,36
2023-05-09,36
2023-05-10,36
2023-05-11,36
2023-05-12,36
2023-05-13,36
2023-05-14,36
2023-05-15,36
2023-05-16,36
2023-05-17,36
2023-05-18,36
2023-05-19,37
2023-05-20,37
2023-05-21,37
2023-05-22,37
2023-05-23,37
2023-05-24,37
2023-05-25,37
2023-05-26,37
2023-05-27,37
2023-05-28,37
2023-05-29,37
2023-05-30,37
2023-05-31,37
2023-06-01,37
2023-06-02,37
2023-06-03,37
2023-06-04,37
2023-06-05,37
2023-06-06,37
2023-06-07,37
2023-06-08,37
2023-06-09,37
2023-06-10,37
2023-06-11,37
2023-06-12,37
2023-06-13,37
2023-06-14,37
2023-06-15,37
2023-06-16,37
2023-06-17,37
2023-06-18,37
2023-06-19,38
2023-06-20,38
2023-06-21,38
2023-06-22,38
2023-06-23,37
2023-06-24,37
2023-06-25,37
2023-06-26,38
2023-06-27,38
2023-06-28,37
2023-06-29,37
2023-06-30,38
2023-07-01,38
2023-07-02,38
2023-07-03,38
2023-07-04,38
2023-07-05,38
2023-07-06,38
2023-07-07,38
2023-07-08,38
2023-07-09,38
2023-07-10,37
2023-07-11,37
2023-07-12,37
2023-07-13,37
2023-07-14,37
2023-07-15,37
2023-07-16,37
2023-07-17,37
2023-07-18,37
2023-07-19,37
2023-07-20,38
2023-07-21,38
2023-07-22,38
2023-07-23,38
2023-07-24,37
2023-07-25,37
2023-07-26,37
2023-07-27,37
2023-07-28,37
2023-07-29,37
2023-07-30,37
2023-07-31,37
2023-08-01,37
2023-08-02,37
2023-08-03,37
2023-08-04,37
2023-08-05,37
2023-08-06,37
2023-08-07,37
2023-08-08,37
2023-08-09,37
2023-08-10,37
2023-08-11,37
2023-08-12,37
2023-08-13,37
2023-08-14,37
2023-08-15,37
2023-08-16,37
2023-08-17,37
2023-08-18,37
2023-08-19,37
2023-08-20,37
